"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""*Beginning for the 2015-16 season""""""""""""""""""""""""""""""", reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView.  This data file includes only data prior to the 2015-16 influenza season,""""""""""""""""""""""""""""""" and will be presented with the public health and clinical labs combined."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
0,9,0,X
0,13,0,X
0,2,0,X
0,1,0,X
0,5,0,X
0,3,0,X
0,3,0,X
X,X,X,X
0,6,0,X
0,15,0,X
0,11,0,X
0,5,0,X
0,5,0,X
0,14,0,X
0,11,0,X
0,14,0,X
X,X,X,X
0,2,0,X
0,19,0,X
0,7,0,X
0,97,0,X
0,8,0,X
0,2,0,X
0,4,0,X
0,3,0,X
0,9,0,X
0,6,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,9,0,X
0,3,0,X
0,14,0,X
0,12,0,X
0,68,0,X
0,33,0,X
0,9,0,X
0,1,0,X
X,X,X,X
0,15,0,X
0,37,0,X
0,16,0,X
0,4,0,X
0,14,0,X
0,2,0,X
0,16,0,X
0,8,0,X
0,2,0,X
0,12,0,X
0,3,0,X
0,5,0,X
0,6,0,X
0,16,0,X
0,7,0,X
0,8,0,X
0,9,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,2,0,X
X,X,X,X
0,5,0,X
0,18,0,X
0,9,0,X
0,4,0,X
0,5,0,X
0,20,0,X
0,8,0,X
0,9,0,X
X,X,X,X
0,4,0,X
0,28,0,X
0,8,0,X
0,111,0,X
0,7,0,X
0,5,0,X
0,1,0,X
0,7,0,X
0,8,0,X
0,7,0,X
0,4,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,12,0,X
0,0,0,X
0,7,0,X
0,19,0,X
0,80,0,X
0,51,0,X
0,5,0,X
0,0,0,X
X,X,X,X
0,25,0,X
0,43,0,X
0,14,0,X
0,3,0,X
0,10,0,X
0,4,0,X
0,13,0,X
0,6,0,X
0,3,0,X
0,15,0,X
0,3,0,X
0,11,0,X
0,5,0,X
0,9,0,X
0,11,0,X
0,8,0,X
0,1,0,X
0,5,0,X
0,10,0,X
0,3,0,X
0,1,0,X
X,X,X,X
0,7,0,X
0,39,0,X
0,11,0,X
0,2,0,X
0,11,0,X
0,13,0,X
0,3,0,X
0,11,0,X
X,X,X,X
0,8,0,X
0,23,0,X
0,13,0,X
0,131,0,X
0,17,0,X
0,7,0,X
0,6,0,X
0,7,0,X
0,8,0,X
0,16,0,X
0,10,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,16,0,X
0,3,0,X
0,4,0,X
0,24,0,X
0,85,0,X
0,60,0,X
0,15,0,X
0,1,0,X
0,1,0,X
0,32,0,X
0,61,0,X
0,19,0,X
0,3,0,X
0,20,0,X
0,3,0,X
0,10,0,X
0,15,0,X
0,11,0,X
0,30,0,X
0,2,0,X
0,7,0,X
0,4,0,X
0,9,0,X
0,16,0,X
0,8,0,X
0,5,0,X
0,2,0,X
0,7,0,X
0,0,0,X
0,3,0,X
X,X,X,X
0,10,0,X
0,49,0,X
0,14,0,X
0,2,0,X
0,10,0,X
0,25,0,X
0,4,0,X
0,11,0,X
X,X,X,X
0,5,0,X
0,23,0,X
0,22,0,X
0,147,0,X
0,9,0,X
0,9,0,X
0,5,0,X
0,9,0,X
0,9,0,X
0,17,0,X
0,5,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,16,0,X
0,0,0,X
0,5,0,X
0,28,0,X
0,75,0,X
0,67,0,X
0,12,0,X
0,0,0,X
X,X,X,X
0,28,0,X
0,71,0,X
0,11,0,X
0,1,0,X
0,24,0,X
0,8,0,X
0,15,0,X
0,43,0,X
0,6,0,X
0,39,0,X
0,1,0,X
0,15,0,X
0,5,0,X
0,16,0,X
0,37,0,X
0,13,0,X
0,16,0,X
0,3,0,X
0,11,0,X
0,2,0,X
0,1,0,X
X,X,X,X
0,13,0,X
0,54,0,X
0,11,0,X
0,8,0,X
0,9,0,X
0,51,0,X
0,2,0,X
0,23,0,X
X,X,X,X
0,15,0,X
0,27,0,X
0,18,0,X
0,130,0,X
0,11,0,X
0,17,0,X
0,10,0,X
0,15,0,X
0,7,0,X
0,11,0,X
0,2,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,18,0,X
0,3,0,X
0,9,0,X
0,16,0,X
0,71,0,X
0,85,0,X
0,12,0,X
0,3,0,X
X,X,X,X
0,41,0,X
0,96,0,X
0,21,0,X
0,3,0,X
0,36,0,X
0,5,0,X
0,21,0,X
0,33,0,X
0,14,0,X
0,40,0,X
0,3,0,X
0,11,0,X
0,6,0,X
0,26,0,X
0,42,0,X
0,18,0,X
0,10,0,X
0,0,0,X
0,12,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,13,0,X
0,50,0,X
0,21,0,X
0,8,0,X
0,18,0,X
0,27,0,X
0,10,0,X
0,16,0,X
X,X,X,X
0,19,0,X
0,45,0,X
0,30,0,X
0,105,0,X
0,17,0,X
0,19,0,X
0,8,0,X
0,8,0,X
0,7,0,X
0,24,0,X
0,18,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,33,0,X
0,0,0,X
0,6,0,X
0,19,0,X
0,73,0,X
0,86,0,X
0,17,0,X
0,3,0,X
X,X,X,X
0,48,0,X
0,104,0,X
0,13,0,X
0,6,0,X
0,70,0,X
0,19,0,X
0,35,0,X
0,46,0,X
0,13,0,X
0,42,0,X
0,7,0,X
0,10,0,X
0,6,0,X
0,22,0,X
0,65,0,X
0,32,0,X
0,20,0,X
0,4,0,X
0,20,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,10,0,X
0,75,0,X
0,39,0,X
0,6,0,X
0,19,0,X
0,44,0,X
0,6,0,X
0,21,0,X
X,X,X,X
0,35,0,X
0,26,0,X
0,22,0,X
0,117,0,X
0,14,0,X
0,9,0,X
0,23,0,X
0,7,0,X
0,10,0,X
0,22,0,X
0,16,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,27,0,X
0,1,0,X
0,6,0,X
0,14,0,X
0,87,0,X
0,85,0,X
0,15,0,X
0,7,0,X
X,X,X,X
0,63,0,X
0,89,0,X
0,13,0,X
0,6,0,X
0,121,0,X
0,20,0,X
0,31,0,X
0,46,0,X
0,25,0,X
0,41,0,X
0,9,0,X
0,8,0,X
0,7,0,X
0,68,0,X
0,108,0,X
0,27,0,X
0,33,0,X
0,8,0,X
0,15,0,X
0,2,0,X
0,2,0,X
X,X,X,X
0,19,0,X
0,124,0,X
0,27,0,X
0,9,0,X
0,44,0,X
0,38,0,X
0,6,0,X
0,24,0,X
X,X,X,X
0,29,0,X
0,28,0,X
0,19,0,X
0,168,0,X
0,39,0,X
0,11,0,X
0,20,0,X
0,9,0,X
0,13,0,X
0,28,0,X
0,8,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,16,0,X
0,0,0,X
0,7,0,X
0,19,0,X
0,81,0,X
0,53,0,X
0,30,0,X
0,11,0,X
X,X,X,X
0,73,0,X
0,75,0,X
0,24,0,X
0,2,0,X
0,131,0,X
0,25,0,X
0,23,0,X
0,30,0,X
0,20,0,X
0,45,0,X
0,11,0,X
0,13,0,X
0,13,0,X
0,58,0,X
0,64,0,X
0,16,0,X
0,42,0,X
0,5,0,X
0,15,0,X
X,X,X,X
0,3,0,X
X,X,X,X
0,12,0,X
0,171,0,X
0,13,0,X
0,12,0,X
0,43,0,X
0,23,0,X
0,15,0,X
0,30,0,X
X,X,X,X
0,28,0,X
0,28,0,X
0,24,0,X
0,93,0,X
0,37,0,X
0,25,0,X
0,25,0,X
0,13,0,X
0,18,0,X
0,39,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,16,0,X
0,5,0,X
0,5,0,X
0,4,0,X
0,57,0,X
0,47,0,X
0,49,0,X
0,6,0,X
X,X,X,X
0,52,0,X
0,34,0,X
0,22,0,X
0,2,0,X
0,95,0,X
0,26,0,X
0,18,0,X
0,37,0,X
0,18,0,X
0,55,0,X
0,12,0,X
0,28,0,X
0,26,0,X
0,89,0,X
0,73,0,X
0,7,0,X
0,37,0,X
0,6,0,X
0,13,0,X
0,4,0,X
0,4,0,X
X,X,X,X
0,8,0,X
0,215,0,X
0,8,0,X
0,7,0,X
0,59,0,X
0,12,0,X
0,7,0,X
0,33,0,X
X,X,X,X
0,29,0,X
0,30,0,X
0,19,0,X
0,48,0,X
0,32,0,X
0,22,0,X
0,25,0,X
0,16,0,X
0,20,0,X
0,28,0,X
0,4,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,7,0,X
0,5,0,X
0,3,0,X
0,46,0,X
0,26,0,X
0,49,0,X
0,5,0,X
X,X,X,X
0,39,0,X
0,27,0,X
0,23,0,X
0,4,0,X
0,87,0,X
0,12,0,X
0,20,0,X
0,26,0,X
0,5,0,X
0,37,0,X
0,21,0,X
0,22,0,X
0,25,0,X
0,113,0,X
0,73,0,X
0,3,0,X
0,25,0,X
0,5,0,X
0,5,0,X
X,X,X,X
0,3,0,X
X,X,X,X
0,10,0,X
0,205,0,X
0,11,0,X
0,7,0,X
0,78,0,X
0,5,0,X
0,6,0,X
0,32,0,X
X,X,X,X
0,26,0,X
0,20,0,X
0,14,0,X
0,70,0,X
0,49,0,X
0,13,0,X
0,20,0,X
0,12,0,X
0,17,0,X
0,36,0,X
0,11,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,4,0,X
0,12,0,X
0,11,0,X
0,3,0,X
0,42,0,X
0,18,0,X
0,44,0,X
0,9,0,X
0,7,0,X
0,39,0,X
0,24,0,X
0,20,0,X
0,4,0,X
0,74,0,X
0,8,0,X
0,20,0,X
0,16,0,X
0,17,0,X
0,31,0,X
0,21,0,X
0,26,0,X
0,23,0,X
0,115,0,X
0,65,0,X
0,1,0,X
0,30,0,X
0,9,0,X
0,6,0,X
0,3,0,X
0,4,0,X
X,X,X,X
0,6,0,X
0,178,0,X
0,7,0,X
0,6,0,X
0,82,0,X
0,4,0,X
0,5,0,X
0,38,0,X
X,X,X,X
0,14,0,X
0,20,0,X
0,19,0,X
0,43,0,X
0,47,0,X
0,11,0,X
0,13,0,X
0,14,0,X
0,15,0,X
0,27,0,X
0,6,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,4,0,X
0,11,0,X
0,5,0,X
0,46,0,X
0,22,0,X
0,33,0,X
0,5,0,X
X,X,X,X
0,50,0,X
0,12,0,X
0,15,0,X
0,1,0,X
0,44,0,X
0,11,0,X
0,12,0,X
0,6,0,X
0,8,0,X
0,12,0,X
0,15,0,X
0,19,0,X
0,37,0,X
0,77,0,X
0,46,0,X
0,0,0,X
0,22,0,X
0,6,0,X
0,4,0,X
X,X,X,X
0,5,0,X
X,X,X,X
0,6,0,X
0,141,0,X
0,5,0,X
0,10,0,X
0,40,0,X
0,4,0,X
0,3,0,X
0,14,0,X
X,X,X,X
0,14,0,X
0,14,0,X
0,7,0,X
0,21,0,X
0,48,0,X
0,16,0,X
0,20,0,X
0,13,0,X
0,18,0,X
0,24,0,X
X,X,X,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,8,0,X
0,9,0,X
0,0,0,X
0,36,0,X
0,7,0,X
0,32,0,X
0,6,0,X
X,X,X,X
0,44,0,X
0,10,0,X
0,13,0,X
0,0,0,X
0,38,0,X
0,5,0,X
0,10,0,X
0,3,0,X
0,4,0,X
0,13,0,X
0,11,0,X
0,10,0,X
0,27,0,X
0,37,0,X
0,34,0,X
0,1,0,X
0,14,0,X
0,3,0,X
0,2,0,X
0,4,0,X
X,X,X,X
X,X,X,X
0,4,0,X
0,80,0,X
0,6,0,X
0,6,0,X
0,16,0,X
0,3,0,X
0,10,0,X
0,15,0,X
X,X,X,X
0,9,0,X
0,13,0,X
0,7,0,X
0,15,0,X
0,56,0,X
0,3,0,X
0,6,0,X
0,14,0,X
0,7,0,X
0,15,0,X
0,2,0,X
0,4,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,16,0,X
0,10,0,X
0,0,0,X
0,24,0,X
0,9,0,X
0,12,0,X
0,2,0,X
X,X,X,X
0,48,0,X
0,8,0,X
0,15,0,X
X,X,X,X
0,22,0,X
0,8,0,X
0,10,0,X
0,1,0,X
0,6,0,X
0,6,0,X
0,14,0,X
0,10,0,X
0,19,0,X
0,29,0,X
0,20,0,X
0,0,0,X
0,12,0,X
0,3,0,X
0,2,0,X
0,3,0,X
0,1,0,X
X,X,X,X
0,2,0,X
0,52,0,X
0,5,0,X
0,5,0,X
0,19,0,X
0,0,0,X
0,8,0,X
0,17,0,X
X,X,X,X
0,3,0,X
0,8,0,X
0,5,0,X
0,8,0,X
0,42,0,X
0,5,0,X
0,4,0,X
0,14,0,X
0,13,0,X
0,19,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,13,0,X
0,20,0,X
0,0,0,X
0,37,0,X
0,6,0,X
0,11,0,X
0,0,0,X
X,X,X,X
0,49,0,X
0,3,0,X
0,26,0,X
X,X,X,X
0,17,0,X
0,3,0,X
0,6,0,X
0,0,0,X
0,1,0,X
0,6,0,X
0,8,0,X
0,8,0,X
0,22,0,X
0,35,0,X
0,18,0,X
0,0,0,X
0,11,0,X
0,5,0,X
0,0,0,X
0,5,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,22,0,X
0,2,0,X
X,X,X,X
0,10,0,X
0,0,0,X
0,10,0,X
0,10,0,X
X,X,X,X
0,10,0,X
0,1,0,X
0,5,0,X
0,10,0,X
0,48,0,X
0,1,0,X
0,1,0,X
0,14,0,X
0,12,0,X
0,14,0,X
0,3,0,X
0,4,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,24,0,X
0,8,0,X
0,0,0,X
0,27,0,X
0,4,0,X
0,5,0,X
0,1,0,X
X,X,X,X
0,49,0,X
0,4,0,X
0,29,0,X
X,X,X,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,6,0,X
0,2,0,X
0,5,0,X
0,9,0,X
0,12,0,X
0,16,0,X
0,1,0,X
0,5,0,X
0,3,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,23,0,X
0,0,0,X
X,X,X,X
0,5,0,X
0,0,0,X
0,8,0,X
0,4,0,X
X,X,X,X
0,3,0,X
0,2,0,X
0,3,0,X
0,10,0,X
0,27,0,X
0,0,0,X
0,3,0,X
0,22,0,X
0,2,0,X
0,3,0,X
0,2,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,24,0,X
0,8,0,X
0,0,0,X
0,26,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,51,0,X
0,6,0,X
0,22,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,1,0,X
0,5,0,X
0,0,0,X
0,2,0,X
0,8,0,X
0,8,0,X
0,9,0,X
0,0,0,X
0,3,0,X
0,1,0,X
0,0,0,X
0,3,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,15,0,X
0,1,0,X
X,X,X,X
0,5,0,X
0,0,0,X
0,4,0,X
0,8,0,X
X,X,X,X
0,1,0,X
0,3,0,X
0,0,0,X
0,3,0,X
0,21,0,X
0,0,0,X
0,1,0,X
0,12,0,X
0,4,0,X
0,2,0,X
0,2,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,12,0,X
0,13,0,X
0,0,0,X
0,17,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,29,0,X
0,3,0,X
0,25,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,7,0,X
X,X,X,X
0,2,0,X
0,3,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,3,0,X
0,0,0,X
0,3,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,6,0,X
0,2,0,X
X,X,X,X
0,1,0,X
0,1,0,X
0,5,0,X
0,2,0,X
X,X,X,X
0,4,0,X
0,1,0,X
0,0,0,X
0,4,0,X
0,18,0,X
0,0,0,X
0,1,0,X
0,4,0,X
0,2,0,X
0,1,0,X
0,0,0,X
0,3,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,8,0,X
0,10,0,X
0,0,0,X
0,15,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,31,0,X
0,1,0,X
0,19,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,2,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,5,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,4,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,4,0,X
0,1,0,X
X,X,X,X
0,2,0,X
0,0,0,X
0,3,0,X
0,9,0,X
0,11,0,X
0,1,0,X
0,1,0,X
0,7,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,6,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,3,0,X
0,9,0,X
0,0,0,X
0,18,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,31,0,X
0,2,0,X
0,38,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,3,0,X
0,0,0,X
0,1,0,X
0,6,0,X
0,2,0,X
0,0,0,X
X,X,X,X
0,2,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,8,0,X
0,5,0,X
0,0,0,X
0,10,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,12,0,X
0,1,0,X
0,20,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,5,0,X
0,1,0,X
0,0,0,X
0,7,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,3,0,X
0,2,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,10,0,X
0,0,0,X
0,22,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,6,0,X
0,0,0,X
0,6,0,X
X,X,X,X
0,1,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,2,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,3,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,12,0,X
0,0,0,X
0,10,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,1,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,4,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,9,0,X
0,2,0,X
0,12,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,1,0,X
X,X,X,X
X,X,X,X
0,2,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,4,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,5,0,X
0,0,0,X
0,9,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,3,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,3,0,X
0,1,0,X
0,2,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
0,10,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
0,6,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,1,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,4,0,X
0,6,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,9,0,X
0,1,0,X
0,4,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
0,2,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,0,0,X
0,0,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
X,X,X,X
0,4,0,X
0,0,0,X
0,12,0,X
X,X,X,X
0,1,0,X
0,0,0,X
0,1,0,X
0,1,0,X
0,0,0,X
0,0,0,X
X,X,X,X
0,1,0,X
0,0,0,X
